episode,global_step,rm_ready,rm_version,num_preferences,preference_sources,final_connected,final_num_components,final_largest_component_size,final_edge_count,final_inter_component_gap,final_coverage_score,final_overlap_ratio,became_connected,first_connected_step,lost_connectivity_events,actor_loss,critic_1_loss,critic_2_loss,mean_rm_reward,rm_loss,rm_pair_accuracy
0,3000,0,0,0,{},0,2,7,10,1156.8910518756297,0.8996658180627789,0.10033418193722114,0,-1,0,,,,,,
42,21500,1,42,172,"{""qwen"": 172}",0,6,958.03999062376,119.75499882797,533.7759219118315,-1,-24.103164672851562,0.02707456797361374,0.013589441776275635,0.1468808352947235,0.6194587961832683,0.8235294117647058
43,22000,1,43,176,"{""qwen"": 176}",0,6,802.1532135610144,100.2691516951268,424.26406871192853,-1,-23.92652130126953,0.018263591453433037,0.013877233490347862,0.0482720285654068,0.6163819988568624,0.8676470588235294
44,22500,1,44,180,"{""qwen"": 180}",0,6,942.7524248650082,117.84405310812602,518.4883561530796,-1,-25.298606872558594,0.016978615894913673,0.026452401652932167,0.1829889416694641,0.6313122940063477,0.8260869565217391
45,23000,1,45,184,"{""qwen"": 184}",0,6,829.5993725158894,103.69992156448617,424.26406871192853,-1,-25.169593811035156,0.10885786265134811,0.03982163593173027,-0.012055374681949615,0.6242039632797242,0.8142857142857143
46,23500,1,46,188,"{""qwen"": 188}",0,6,502.4063472295104,62.8007934036888,424.26406871192853,-1,-25.656923294067383,0.012488194741308689,0.025183500722050667,0.028919348493218422,0.6224169218540192,0.7945205479452054
47,24000,1,47,192,"{""qwen"": 192}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-25.38406753540039,0.16172733902931213,0.021953772753477097,-0.03395805507898331,0.6440719588597615,0.8
48,24500,1,48,196,"{""qwen"": 196}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-27.027860641479492,0.21726872026920319,0.2112324833869934,0.20970268547534943,0.6295761493841807,0.7866666666666666
49,25000,1,49,200,"{""qwen"": 200}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-24.470409393310547,0.02275637909770012,0.10936320573091507,-0.19373175501823425,0.6381906914710999,0.7866666666666666
50,25500,1,50,204,"{""qwen"": 204}",0,6,711.843591579848,88.980448947481,424.26406871192853,-1,-26.495256423950195,0.14008009433746338,0.03218382969498634,-0.1668703258037567,0.616455671787262,0.7792207792207793
51,26000,1,51,208,"{""qwen"": 208}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-25.493818283081055,0.1672167181968689,0.08447964489459991,-0.2146657556295395,0.6145856765906016,0.7792207792207793
52,26500,1,52,212,"{""qwen"": 212}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-27.238821029663086,0.017686208710074425,0.029574716463685036,0.0020733103156089783,0.6234337759017944,0.7792207792207793
53,27000,1,53,216,"{""qwen"": 216}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-26.3137264251709,0.06688808649778366,0.20910553634166718,-0.16428309679031372,0.6351467871665955,0.8181818181818182
54,27500,1,54,220,"{""qwen"": 220}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-26.59857940673828,0.021898813545703888,0.01856652833521366,-0.15183427929878235,0.6356186532974243,0.7948717948717948
55,28000,1,55,224,"{""qwen"": 224}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-28.905216217041016,0.059020284563302994,0.017497513443231583,0.07980456948280334,0.632883395353953,0.7974683544303798
56,28500,1,56,228,"{""qwen"": 228}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-29.555126190185547,0.12684842944145203,0.7047566771507263,0.25855448842048645,0.630972398519516,0.7721518987341772
57,29000,1,57,232,"{""qwen"": 232}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-28.148292541503906,0.18340352177619934,0.28010720014572144,-0.0533919632434845,0.637322252591451,0.775
58,29500,1,58,236,"{""qwen"": 236}",0,7,426.7978826653282,53.349735333166024,424.26406871192853,-1,-30.175344467163086,0.1536606252193451,0.03143266960978508,0.06845072656869888,0.6489463392893473,0.7710843373493976
59,30000,1,59,240,"{""qwen"": 240}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-28.96634292602539,0.2886853516101837,0.10431920737028122,-0.03746853768825531,0.6303612085183462,0.7738095238095238
60,30500,1,60,244,"{""qwen"": 244}",0,6,533.9325276505272,66.7415659563159,424.26406871192853,-1,-32.806095123291016,0.2823287844657898,0.03573041409254074,0.2843722105026245,0.634307689666748,0.7840909090909091
61,31000,1,61,248,"{""qwen"": 248}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-30.921171188354492,0.03666215017437935,0.013969874940812588,-0.0029096417129039764,0.634352847735087,0.7727272727272727
62,31500,1,62,252,"{""qwen"": 252}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-31.334049224853516,0.051090698689222336,0.02945682592689991,0.0185027364641428,0.6333098967870077,0.7528089887640449
63,32000,1,63,256,"{""qwen"": 256}",0,6,507.1763144623558,63.39703930779447,424.26406871192853,-1,-31.646535873413086,23.846603393554688,24.68275260925293,0.1258801519870758,0.6313804133733114,0.7608695652173914
64,32500,1,64,260,"{""qwen"": 260}",0,6,550.3133479248802,68.78916849061002,424.26406871192853,-1,-32.51339340209961,24.52662467956543,24.507585525512695,0.23133476078510284,0.6388564292589823,0.7684210526315789
65,33000,1,65,264,"{""qwen"": 264}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-33.78783416748047,0.10522536933422089,0.016397014260292053,0.2422378957271576,0.6354958200454712,0.8
66,33500,1,66,268,"{""qwen"": 268}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-31.812835693359375,0.2426389455795288,0.10063859075307846,-0.06648518890142441,0.633841586112976,0.7849462365591398
67,34000,1,67,272,"{""qwen"": 272}",0,6,648.8964449059288,81.1120556132411,424.26406871192853,-1,-32.59111404418945,0.036187201738357544,0.017069658264517784,0.07481028139591217,0.6527039845784505,0.7692307692307693
68,34500,1,68,276,"{""qwen"": 276}",0,7,424.87791334503095,53.10973916812887,424.26406871192853,-1,-33.40748596191406,0.033496465533971786,0.048692166805267334,0.06660402566194534,0.6282607158025105,0.7653061224489796
69,35000,1,69,280,"{""qwen"": 280}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-32.192935943603516,1.9343976974487305,0.1252492368221283,-0.022067783400416374,0.6436904247601827,0.8085106382978723
70,35500,1,70,284,"{""qwen"": 284}",0,7,428.97622453086774,53.62202806635847,424.26406871192853,-1,-33.1331787109375,0.26072728633880615,0.067640021443367,0.01558387279510498,0.6321387481689453,0.782608695652174
71,36000,1,71,288,"{""qwen"": 288}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-34.75439453125,0.02104724943637848,0.6537376046180725,0.15243971347808838,0.6439492539564768,0.7368421052631579
72,36500,1,72,292,"{""qwen"": 292}",0,7,424.58351768963735,53.07293971120467,424.26406871192853,-1,-35.43742752075195,1.078750491142273,0.06750496476888657,0.1818253993988037,0.6376504309972127,0.7676767676767676
73,37000,1,73,296,"{""qwen"": 296}",0,5,819.7434471737663,102.46793089672079,424.26406871192853,-1,-33.057315826416016,31.787948608398438,31.405033111572266,-0.027478329837322235,0.6381569615999858,0.7422680412371134
74,37500,1,74,300,"{""qwen"": 300}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-33.861148834228516,0.024475524201989174,0.0266085434705019,-0.11107788234949112,0.6425461149215699,0.75
75,38000,1,75,304,"{""qwen"": 304}",0,7,428.267421830825,53.53342772885313,424.26406871192853,-1,-33.088253021240234,0.022942552343010902,0.16768896579742432,-0.08711997419595718,0.6485786195596059,0.7291666666666666
76,38500,1,76,308,"{""qwen"": 308}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-35.09196090698242,0.2882389426231384,0.02620687521994114,-0.0432417131960392,0.6428092527389526,0.7216494845360825
77,39000,1,77,312,"{""qwen"": 312}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-38.12006378173828,0.10505535453557968,0.1282394677400589,0.12057463824748993,0.657913879553477,0.7802197802197802
78,39500,1,78,316,"{""qwen"": 316}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-35.02412796020508,30.417430877685547,30.948326110839844,-0.03365302085876465,0.6453657722473145,0.7472527472527473
79,40000,1,79,320,"{""qwen"": 320}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-37.115108489990234,38.18547058105469,38.935489654541016,0.046175651252269745,0.6486512184143066,0.7291666666666666
80,40500,1,80,324,"{""qwen"": 324}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-41.13832092285156,0.07003398984670639,0.02781769633293152,0.24703408777713776,0.6494892938931783,0.7684210526315789
81,41000,1,81,328,"{""qwen"": 328}",0,7,427.88616381996076,53.485770477495095,424.26406871192853,-1,-39.85029220581055,39.7249641418457,39.540218353271484,0.23193106055259705,0.6466284863154094,0.7790697674418605
82,41500,1,82,332,"{""qwen"": 332}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-38.930572509765625,0.07048727571964264,0.038579728454351425,0.1143607348203659,0.6343542504310608,0.7604166666666666
83,42000,1,83,336,"{""qwen"": 336}",0,6,525.7681351792137,65.72101689740171,424.26406871192853,-1,-35.001869201660156,0.26063284277915955,0.06328097730875015,-0.15055006742477417,0.6498463447888693,0.7362637362637363
84,42500,1,84,340,"{""qwen"": 340}",0,6,503.18378909342687,62.89797363667836,424.26406871192853,-1,-36.04534912109375,0.051827073097229004,0.1720806211233139,-0.2434394210577011,0.6392649841308594,0.7676767676767676
85,43000,1,85,344,"{""qwen"": 344}",0,5,765.9412796091358,95.74265995114197,424.26406871192853,-1,-35.89412307739258,0.08945940434932709,0.22044026851654053,-0.18952038884162903,0.6473079093297323,0.711340206185567
86,43500,1,86,348,"{""qwen"": 348}",0,5,813.5595611225883,101.69494514032354,424.26406871192853,-1,-36.059600830078125,1.2074493169784546,0.2802828252315521,-0.20460450649261475,0.6476076356569926,0.7052631578947368
87,44000,1,87,352,"{""qwen"": 352}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-39.83226776123047,26.39980125427246,26.171937942504883,0.018771931529045105,0.6434706219037374,0.7415730337078652
88,44500,1,88,356,"{""qwen"": 356}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-37.24225997924805,0.0601702481508255,0.5780933499336243,-0.11588606238365173,0.6407903055349986,0.7156862745098039
89,45000,1,89,360,"{""qwen"": 360}",0,6,501.3682750355522,62.67103437944402,424.26406871192853,-1,-39.622650146484375,0.3630083501338959,0.04427654668688774,-0.0069193169474601746,0.6513315868377686,0.7641509433962265
90,45500,1,90,364,"{""qwen"": 364}",0,7,451.87549792640607,56.48443724080076,424.26406871192853,-1,-39.776611328125,0.04677708074450493,0.02928941883146763,0.01857869140803814,0.6428118991851807,0.7171717171717171
91,46000,1,91,368,"{""qwen"": 368}",0,5,934.2448981892387,116.78061227365484,424.26406871192853,-1,-39.71202850341797,0.27567172050476074,0.3630248010158539,-0.04762992262840271,0.6449162077903747,0.7142857142857143
92,46500,1,92,372,"{""qwen"": 372}",0,6,751.9593375813286,93.99491719766607,424.26406871192853,-1,-44.18164825439453,0.34024327993392944,0.15778204798698425,0.15919028222560883,0.6345178683598837,0.6730769230769231
93,47000,1,93,376,"{""qwen"": 376}",0,7,430.45191394203107,53.806489242753884,424.26406871192853,-1,-41.43259048461914,0.05670541152358055,0.30890345573425293,-0.02166103571653366,0.6382194475332896,0.7207207207207207
94,47500,1,94,380,"{""qwen"": 380}",0,7,424.26406871192853,53.033008588991066,424.26406871192853,-1,-42.299110412597656,0.5963724851608276,0.08266621828079224,0.06430944800376892,0.6519414512316386,0.7272727272727273
95,48000,1,95,384,"{""qwen"": 384}",0,6,774.7957901988075,96.84947377485094,414.902637127404,-1,-41.79839324951172,0.04749784618616104,0.06844282150268555,-0.007383672520518303,0.6476216053962708,0.7368421052631579
96,48500,1,96,388,"{""qwen"": 388}",0,6,576.9950142990867,72.12437678738584,424.26406871192853,-1,-41.13963317871094,0.03966597840189934,0.9331586956977844,0.057109296321868896,0.648695379892985,0.6822429906542056
97,49000,1,97,392,"{""qwen"": 392}",0,6,492.071917852319,61.50898973153988,403.5441406573422,-1,-42.602684020996094,58.101036071777344,55.2833137512207,0.043255265802145004,0.6386651150385538,0.7837837837837838
98,49500,1,98,396,"{""qwen"": 396}",0,5,1246.1804243976692,155.77255304970865,489.7582561969757,-1,-41.690589904785156,1.3551733493804932,0.2773403525352478,0.02982865646481514,0.6435839279492697,0.7169811320754716
0,500,0,0,4,"{""qwen"": 4}",0,0,5986.315891870663,748.2894864838329,1052.711980896344,-1,,,,,,
0,500,0,0,4,"{""qwen"": 4}",0,7,2231.1774336340445,278.89717920425556,2231.1774336340445,-1,,,,,,
0,500,0,0,4,"{""qwen"": 4}",0,0,5857.202957132804,732.1503696416005,1028.62594500949,-1,,,,,,
1,1000,1,1,8,"{""qwen"": 8}",0,0,5472.145114819955,684.0181393524944,940.5554565949681,-1,-1.2882530689239502,2.583975076675415,2.7759852409362793,-0.009220518171787262,0.6650617225964864,0.875
2,1500,1,2,12,"{""qwen"": 12}",0,0,5154.817169216654,644.3521461520818,968.2699809140743,-1,-3.259202480316162,0.4961988925933838,0.49682360887527466,-0.013930669054389,0.6426161098480224,0.6666666666666666
3,2000,1,3,16,"{""qwen"": 16}",0,0,5785.245814421701,723.1557268027126,1000.0,-1,-3.781327486038208,0.0862216204404831,0.07369386404752731,-0.1682404726743698,0.6075152476628621,0.7142857142857143
4,2500,1,4,20,"{""qwen"": 20}",0,0,4995.481080953172,624.4351351191465,1000.0,-1,-4.160683631896973,0.04073835909366608,0.03850075602531433,0.10231304913759232,0.5709300518035889,0.8333333333333334
5,3000,1,5,24,"{""qwen"": 24}",0,0,5085.082853742692,635.6353567178365,1000.0,-1,-4.66318941116333,0.028719114139676094,0.0264274962246418,-0.18679755926132202,0.5371477166811626,0.8181818181818182
6,3500,1,6,28,"{""qwen"": 28}",0,0,5071.086937942287,633.8858672427858,1000.0,-1,-5.199246883392334,0.02268008515238762,0.021225590258836746,0.04269545525312424,0.5161700709660848,0.8
7,4000,1,7,32,"{""qwen"": 32}",0,0,4989.588068705201,623.6985085881502,987.0306673049927,-1,-5.714907169342041,0.02524239383637905,0.023297591134905815,0.002655971795320511,0.5436443666617076,0.7241379310344828
8,4500,1,8,36,"{""qwen"": 36}",0,5,580.6341532078968,72.5792691509871,228.8416907528752,-1,-6.3186116218566895,0.026677854359149933,0.024694671854376793,0.04739515855908394,0.5189942554632823,0.7272727272727273
9,4745,1,8,36,"{""qwen"": 36}",1,8,190.82028753246607,23.85253594155826,29.428409116622728,245,-6.6348772048950195,0.4972354769706726,0.49717700481414795,0.19963958859443665,0.5189942554632823,0.7272727272727273
10,4998,1,8,36,"{""qwen"": 36}",1,8,146.0245464694515,18.25306830868144,27.721584046316867,253,-6.922590732574463,0.03667069971561432,0.0334540493786335,-0.08492866158485413,0.5189942554632823,0.7272727272727273
11,5241,1,9,40,"{""qwen"": 40}",1,8,125.71949993573527,15.714937491966909,19.360874710660504,243,-7.313920497894287,0.04848884418606758,0.04728078842163086,0.1434502750635147,0.5329723167419433,0.7567567567567568
12,5484,1,9,40,"{""qwen"": 40}",1,8,165.01381545846647,20.62672693230831,28.893264266902296,243,-7.326240062713623,0.043442558497190475,0.04265790805220604,0.07117508351802826,0.5329723167419433,0.7567567567567568
13,5727,1,10,44,"{""qwen"": 44}",1,8,180.81389814322688,22.60173726790336,28.067136764526367,243,-7.93155574798584,0.04643770307302475,0.046648990362882614,-0.02822006493806839,0.5195572924613953,0.7073170731707317
14,5971,1,10,44,"{""qwen"": 44}",1,8,195.02282549023525,24.377853186279406,28.810980796813965,244,-7.976434707641602,0.0472283698618412,0.05011330172419548,0.09558044373989105,0.5195572924613953,0.7073170731707317
15,6266,1,11,48,"{""qwen"": 48}",1,8,165.2609592517028,20.65761990646285,29.111680030822754,295,-8.273219108581543,0.07306170463562012,0.07229625433683395,-0.020889602601528168,0.5401302901903788,0.7555555555555555
16,6545,1,12,52,"{""qwen"": 52}",1,8,183.68043717336508,22.960054646670635,29.95806312561035,279,-8.715527534484863,0.06594869494438171,0.07097187638282776,-0.12476278841495514,0.5222101744016011,0.7551020408163265
17,7027,1,13,56,"{""qwen"": 56}",1,8,203.24311292088115,25.405389115110143,29.819340378046036,482,-9.05966567993164,0.12319551408290863,0.112667515873909,-0.10532495379447937,0.5087527322769165,0.7924528301886793
18,7312,1,13,56,"{""qwen"": 56}",1,8,171.11044394497134,21.388805493121417,29.40820304334303,285,-9.081377029418945,1.3224350214004517,1.318270206451416,-0.0756957158446312,0.5087527322769165,0.7924528301886793
19,7645,1,14,60,"{""qwen"": 60}",1,8,176.50210028153973,22.062762535192466,29.961754797851214,333,-9.950748443603516,0.05566221848130226,0.05211184546351433,0.06480684876441956,0.5166977047920227,0.7192982456140351
20,7913,1,14,60,"{""qwen"": 60}",1,8,160.27947671753333,20.034934589691666,27.831194818019867,268,-9.905632972717285,0.0681324154138565,0.060961924493312836,-0.09482745081186295,0.5166977047920227,0.7192982456140351
21,8171,1,15,64,"{""qwen"": 64}",1,8,182.4877001423355,22.81096251779194,29.271118573197754,258,-10.941301345825195,0.05543426424264908,0.047689422965049744,0.09545649588108063,0.5019814324378967,0.7213114754098361
22,8433,1,15,64,"{""qwen"": 64}",1,8,159.86349486955288,19.98293685869411,28.539934733279278,262,-10.4198637008667,0.08094852417707443,0.07375382632017136,-0.20203784108161926,0.5019814324378967,0.7213114754098361
